ORF	Gene.Name	SGD.Num	GO.Term.Type	GO.Term.Description	GO.Term.Number	Annotation.Status
YOL146W	PSF3	S000005506	F	molecular_function	GO:0003674	ORF|Verified
YOL147C	PEX11	S000005507	F	molecular_function	GO:0003674	ORF|Verified
YOL148C	SPT20	S000005508	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YOL149W	DCP1	S000005509	F	RNA binding	GO:0003723	ORF|Verified
YOL149W	DCP1	S000005509	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOL149W	DCP1	S000005509	F	mRNA binding	GO:0003729	ORF|Verified
YOL150C		S000005510	F	molecular_function	GO:0003674	ORF|Dubious
YOL151W	GRE2	S000005511	F	oxidoreductase activity	GO:0016491	ORF|Verified
YOL152W	FRE7	S000005512	F	oxidoreductase activity	GO:0016491	ORF|Verified
YOL154W	ZPS1	S000005514	F	molecular_function	GO:0003674	ORF|Verified
YOL155C	HPF1	S000005515	F	hydrolase activity	GO:0016787	ORF|Verified
YOL155C	HPF1	S000005515	F	hydrolase activity, acting on glycosyl bonds	GO:0016798	ORF|Verified
YOL155W-A		S000028855	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOL156W	HXT11	S000005516	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOL157C	IMA2	S000005517	F	hydrolase activity	GO:0016787	ORF|Verified
YOL157C	IMA2	S000005517	F	hydrolase activity, acting on glycosyl bonds	GO:0016798	ORF|Verified
YOL158C	ENB1	S000005518	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOL159C	CSS3	S000005519	F	molecular_function	GO:0003674	ORF|Verified
YOL159C-A		S000007627	F	molecular_function	GO:0003674	ORF|Verified
YOL160W		S000005520	F	molecular_function	GO:0003674	ORF|Dubious
YOL161C	PAU20	S000005521	F	molecular_function	GO:0003674	ORF|Verified
YOL162W		S000005522	F	transmembrane transporter activity	GO:0022857	ORF|Uncharacterized
YOL163W		S000005523	F	transmembrane transporter activity	GO:0022857	ORF|Uncharacterized
YOL164W	BDS1	S000005524	F	hydrolase activity	GO:0016787	ORF|Verified
YOL164W-A		S000028580	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOL165C	AAD15	S000005525	F	oxidoreductase activity	GO:0016491	ORF|Verified
YOL166C		S000005526	F	molecular_function	GO:0003674	ORF|Dubious
YOL166W-A		S000028709	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR001W	RRP6	S000005527	F	hydrolase activity	GO:0016787	ORF|Verified
YOR001W	RRP6	S000005527	F	nuclease activity	GO:0004518	ORF|Verified
YOR002W	ALG6	S000005528	F	transferase activity	GO:0016740	ORF|Verified
YOR002W	ALG6	S000005528	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YOR003W	YSP3	S000005529	F	hydrolase activity	GO:0016787	ORF|Verified
YOR003W	YSP3	S000005529	F	peptidase activity	GO:0008233	ORF|Verified
YOR004W	UTP23	S000005530	F	RNA binding	GO:0003723	ORF|Verified
YOR004W	UTP23	S000005530	F	rRNA binding	GO:0019843	ORF|Verified
YOR005C	DNL4	S000005531	F	ligase activity	GO:0016874	ORF|Verified
YOR006C	TSR3	S000005532	F	transferase activity	GO:0016740	ORF|Verified
YOR007C	SGT2	S000005533	F	structural molecule activity	GO:0005198	ORF|Verified
YOR008C	SLG1	S000005534	F	signal transducer activity	GO:0004871	ORF|Verified
YOR008C-A		S000006431	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR008W-B		S000007628	F	molecular_function	GO:0003674	ORF|Dubious
YOR009W	TIR4	S000005535	F	molecular_function	GO:0003674	ORF|Verified
YOR010C	TIR2	S000005536	F	molecular_function	GO:0003674	ORF|Verified
YOR011W	AUS1	S000005537	F	ATPase activity	GO:0016887	ORF|Verified
YOR011W	AUS1	S000005537	F	hydrolase activity	GO:0016787	ORF|Verified
YOR011W	AUS1	S000005537	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOR011W-A		S000028581	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR012W		S000005538	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR013W	IRC11	S000005539	F	molecular_function	GO:0003674	ORF|Dubious
YOR014W	RTS1	S000005540	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR015W		S000005541	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR016C	ERP4	S000005542	F	molecular_function	GO:0003674	ORF|Verified
YOR017W	PET127	S000005543	F	molecular_function	GO:0003674	ORF|Verified
YOR018W	ROD1	S000005544	F	enzyme binding	GO:0019899	ORF|Verified
YOR019W		S000005545	F	molecular_function	GO:0003674	ORF|Verified
YOR020C	HSP10	S000005546	F	unfolded protein binding	GO:0051082	ORF|Verified
YOR020W-A		S000028526	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR021C	SFM1	S000005547	F	methyltransferase activity	GO:0008168	ORF|Verified
YOR021C	SFM1	S000005547	F	transferase activity	GO:0016740	ORF|Verified
YOR022C	DDL1	S000005548	F	hydrolase activity	GO:0016787	ORF|Verified
YOR023C	AHC1	S000005549	F	transferase activity	GO:0016740	ORF|Verified
YOR024W		S000005550	F	molecular_function	GO:0003674	ORF|Dubious
YOR025W	HST3	S000005551	F	hydrolase activity	GO:0016787	ORF|Verified
YOR026W	BUB3	S000005552	F	ubiquitin-like protein binding	GO:0032182	ORF|Verified
YOR027W	STI1	S000005553	F	RNA binding	GO:0003723	ORF|Verified
YOR027W	STI1	S000005553	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR027W	STI1	S000005553	F	mRNA binding	GO:0003729	ORF|Verified
YOR028C	CIN5	S000005554	F	DNA binding	GO:0003677	ORF|Verified
YOR028C	CIN5	S000005554	F	transcription factor binding	GO:0008134	ORF|Verified
YOR029W		S000005555	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR030W	DFG16	S000005556	F	molecular_function	GO:0003674	ORF|Verified
YOR032C	HMS1	S000005558	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YOR032W-A		S000028710	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR033C	EXO1	S000005559	F	hydrolase activity	GO:0016787	ORF|Verified
YOR033C	EXO1	S000005559	F	nuclease activity	GO:0004518	ORF|Verified
YOR034C	AKR2	S000005560	F	transferase activity	GO:0016740	ORF|Verified
YOR034C-A		S000028856	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR035C	SHE4	S000005561	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YOR036W	PEP12	S000005562	F	other		ORF|Verified
YOR037W	CYC2	S000005563	F	oxidoreductase activity	GO:0016491	ORF|Verified
YOR038C	HIR2	S000005564	F	DNA binding	GO:0003677	ORF|Verified
YOR038C	HIR2	S000005564	F	chromatin binding	GO:0003682	ORF|Verified
YOR038C	HIR2	S000005564	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YOR039W	CKB2	S000005565	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR040W	GLO4	S000005566	F	hydrolase activity	GO:0016787	ORF|Verified
YOR041C		S000005567	F	molecular_function	GO:0003674	ORF|Dubious
YOR042W	CUE5	S000005568	F	protein binding, bridging	GO:0030674	ORF|Verified
YOR042W	CUE5	S000005568	F	ubiquitin-like protein binding	GO:0032182	ORF|Verified
YOR043W	WHI2	S000005569	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR044W	IRC23	S000005570	F	molecular_function	GO:0003674	ORF|Verified
YOR045W	TOM6	S000005571	F	protein transporter activity	GO:0008565	ORF|Verified
YOR045W	TOM6	S000005571	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOR046C	DBP5	S000005572	F	ATPase activity	GO:0016887	ORF|Verified
YOR046C	DBP5	S000005572	F	helicase activity	GO:0004386	ORF|Verified
YOR046C	DBP5	S000005572	F	hydrolase activity	GO:0016787	ORF|Verified
YOR046C	DBP5	S000005572	F	ion binding	GO:0043167	ORF|Verified
YOR047C	STD1	S000005573	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR048C	RAT1	S000005574	F	RNA binding	GO:0003723	ORF|Verified
YOR048C	RAT1	S000005574	F	hydrolase activity	GO:0016787	ORF|Verified
YOR048C	RAT1	S000005574	F	mRNA binding	GO:0003729	ORF|Verified
YOR048C	RAT1	S000005574	F	nuclease activity	GO:0004518	ORF|Verified
YOR049C	RSB1	S000005575	F	ATPase activity	GO:0016887	ORF|Verified
YOR049C	RSB1	S000005575	F	hydrolase activity	GO:0016787	ORF|Verified
YOR050C		S000005576	F	molecular_function	GO:0003674	ORF|Dubious
YOR051C	ETT1	S000005577	F	molecular_function	GO:0003674	ORF|Verified
YOR052C	TMC1	S000005578	F	molecular_function	GO:0003674	ORF|Verified
YOR053W		S000005579	F	molecular_function	GO:0003674	ORF|Dubious
YOR054C	VHS3	S000005580	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR054C	VHS3	S000005580	F	lyase activity	GO:0016829	ORF|Verified
YOR055W		S000005581	F	molecular_function	GO:0003674	ORF|Dubious
YOR056C	NOB1	S000005582	F	RNA binding	GO:0003723	ORF|Verified
YOR056C	NOB1	S000005582	F	hydrolase activity	GO:0016787	ORF|Verified
YOR056C	NOB1	S000005582	F	nuclease activity	GO:0004518	ORF|Verified
YOR056C	NOB1	S000005582	F	rRNA binding	GO:0019843	ORF|Verified
YOR057W	SGT1	S000005583	F	protein binding, bridging	GO:0030674	ORF|Verified
YOR058C	ASE1	S000005584	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YOR059C	LPL1	S000005585	F	hydrolase activity	GO:0016787	ORF|Verified
YOR060C	SLD7	S000005586	F	molecular_function	GO:0003674	ORF|Verified
YOR061W	CKA2	S000005587	F	kinase activity	GO:0016301	ORF|Verified
YOR061W	CKA2	S000005587	F	transferase activity	GO:0016740	ORF|Verified
YOR062C		S000005588	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR063W	RPL3	S000005589	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YOR063W	RPL3	S000005589	F	structural molecule activity	GO:0005198	ORF|Verified
YOR064C	YNG1	S000005590	F	histone binding	GO:0042393	ORF|Verified
YOR064C	YNG1	S000005590	F	transferase activity	GO:0016740	ORF|Verified
YOR065W	CYT1	S000005591	F	other		ORF|Verified
YOR066W	MSA1	S000005592	F	molecular_function	GO:0003674	ORF|Verified
YOR067C	ALG8	S000005593	F	transferase activity	GO:0016740	ORF|Verified
YOR067C	ALG8	S000005593	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YOR068C	VAM10	S000005594	F	molecular_function	GO:0003674	ORF|Verified
YOR069W	VPS5	S000005595	F	ion binding	GO:0043167	ORF|Verified
YOR069W	VPS5	S000005595	F	lipid binding	GO:0008289	ORF|Verified
YOR069W	VPS5	S000005595	F	protein transporter activity	GO:0008565	ORF|Verified
YOR070C	GYP1	S000005596	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR071C	NRT1	S000005597	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOR072W		S000005598	F	molecular_function	GO:0003674	ORF|Dubious
YOR072W-A		S000028582	F	molecular_function	GO:0003674	ORF|Dubious
YOR072W-B		S000028516	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR073W	SGO1	S000005599	F	molecular_function	GO:0003674	ORF|Verified
YOR073W-A		S000028583	F	molecular_function	GO:0003674	ORF|Dubious
YOR074C	CDC21	S000005600	F	methyltransferase activity	GO:0008168	ORF|Verified
YOR074C	CDC21	S000005600	F	transferase activity	GO:0016740	ORF|Verified
YOR075W	UFE1	S000005601	F	other		ORF|Verified
YOR076C	SKI7	S000005602	F	ion binding	GO:0043167	ORF|Verified
YOR076C	SKI7	S000005602	F	protein binding, bridging	GO:0030674	ORF|Verified
YOR077W	RTS2	S000005603	F	molecular_function	GO:0003674	ORF|Verified
YOR078W	BUD21	S000005604	F	RNA binding	GO:0003723	ORF|Verified
YOR079C	ATX2	S000005605	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOR080W	DIA2	S000005606	F	DNA binding	GO:0003677	ORF|Verified
YOR080W	DIA2	S000005606	F	transferase activity	GO:0016740	ORF|Verified
YOR081C	TGL5	S000005607	F	hydrolase activity	GO:0016787	ORF|Verified
YOR081C	TGL5	S000005607	F	transferase activity	GO:0016740	ORF|Verified
YOR082C		S000005608	F	molecular_function	GO:0003674	ORF|Dubious
YOR083W	WHI5	S000005609	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YOR084W	LPX1	S000005610	F	hydrolase activity	GO:0016787	ORF|Verified
YOR085W	OST3	S000005611	F	transferase activity	GO:0016740	ORF|Verified
YOR085W	OST3	S000005611	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YOR086C	TCB1	S000005612	F	lipid binding	GO:0008289	ORF|Verified
YOR087W	YVC1	S000005613	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOR089C	VPS21	S000005615	F	GTPase activity	GO:0003924	ORF|Verified
YOR089C	VPS21	S000005615	F	hydrolase activity	GO:0016787	ORF|Verified
YOR090C	PTC5	S000005616	F	hydrolase activity	GO:0016787	ORF|Verified
YOR090C	PTC5	S000005616	F	phosphatase activity	GO:0016791	ORF|Verified
YOR091W	TMA46	S000005617	F	RNA binding	GO:0003723	ORF|Verified
YOR091W	TMA46	S000005617	F	mRNA binding	GO:0003729	ORF|Verified
YOR092W	ECM3	S000005618	F	ATPase activity	GO:0016887	ORF|Verified
YOR092W	ECM3	S000005618	F	hydrolase activity	GO:0016787	ORF|Verified
YOR093C	CMR2	S000005619	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR094W	ARF3	S000005620	F	GTPase activity	GO:0003924	ORF|Verified
YOR094W	ARF3	S000005620	F	RNA binding	GO:0003723	ORF|Verified
YOR094W	ARF3	S000005620	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR094W	ARF3	S000005620	F	hydrolase activity	GO:0016787	ORF|Verified
YOR094W	ARF3	S000005620	F	mRNA binding	GO:0003729	ORF|Verified
YOR095C	RKI1	S000005621	F	isomerase activity	GO:0016853	ORF|Verified
YOR096W	RPS7A	S000005622	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YOR096W	RPS7A	S000005622	F	structural molecule activity	GO:0005198	ORF|Verified
YOR097C		S000005623	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR098C	NUP1	S000005624	F	structural molecule activity	GO:0005198	ORF|Verified
YOR099W	KTR1	S000005625	F	transferase activity	GO:0016740	ORF|Verified
YOR099W	KTR1	S000005625	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YOR100C	CRC1	S000005626	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOR101W	RAS1	S000005627	F	GTPase activity	GO:0003924	ORF|Verified
YOR101W	RAS1	S000005627	F	hydrolase activity	GO:0016787	ORF|Verified
YOR102W		S000005628	F	molecular_function	GO:0003674	ORF|Dubious
YOR103C	OST2	S000005629	F	molecular_function	GO:0003674	ORF|Verified
YOR104W	PIN2	S000005630	F	molecular_function	GO:0003674	ORF|Verified
YOR105W		S000005631	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR106W	VAM3	S000005632	F	other		ORF|Verified
YOR107W	RGS2	S000005633	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR108C-A		S000028711	F	molecular_function	GO:0003674	ORF|Dubious
YOR108W	LEU9	S000005634	F	transferase activity	GO:0016740	ORF|Verified
YOR109W	INP53	S000005635	F	hydrolase activity	GO:0016787	ORF|Verified
YOR109W	INP53	S000005635	F	phosphatase activity	GO:0016791	ORF|Verified
YOR110W	TFC7	S000005636	F	DNA binding	GO:0003677	ORF|Verified
YOR110W	TFC7	S000005636	F	hydrolase activity	GO:0016787	ORF|Verified
YOR110W	TFC7	S000005636	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YOR110W	TFC7	S000005636	F	phosphatase activity	GO:0016791	ORF|Verified
YOR110W	TFC7	S000005636	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YOR111W		S000005637	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR112W	CEX1	S000005638	F	RNA binding	GO:0003723	ORF|Verified
YOR113W	AZF1	S000005639	F	DNA binding	GO:0003677	ORF|Verified
YOR113W	AZF1	S000005639	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YOR114W		S000005640	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR115C	TRS33	S000005641	F	molecular_function	GO:0003674	ORF|Verified
YOR116C	RPO31	S000005642	F	nucleotidyltransferase activity	GO:0016779	ORF|Verified
YOR116C	RPO31	S000005642	F	transferase activity	GO:0016740	ORF|Verified
YOR117W	RPT5	S000005643	F	ATPase activity	GO:0016887	ORF|Verified
YOR117W	RPT5	S000005643	F	hydrolase activity	GO:0016787	ORF|Verified
YOR118W	RTC5	S000005644	F	molecular_function	GO:0003674	ORF|Verified
YOR119C	RIO1	S000005645	F	kinase activity	GO:0016301	ORF|Verified
YOR119C	RIO1	S000005645	F	transferase activity	GO:0016740	ORF|Verified
YOR120W	GCY1	S000005646	F	RNA binding	GO:0003723	ORF|Verified
YOR120W	GCY1	S000005646	F	mRNA binding	GO:0003729	ORF|Verified
YOR120W	GCY1	S000005646	F	oxidoreductase activity	GO:0016491	ORF|Verified
YOR121C		S000005647	F	molecular_function	GO:0003674	ORF|Dubious
YOR122C	PFY1	S000005648	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YOR122C	PFY1	S000005648	F	ion binding	GO:0043167	ORF|Verified
YOR122C	PFY1	S000005648	F	lipid binding	GO:0008289	ORF|Verified
YOR123C	LEO1	S000005649	F	RNA binding	GO:0003723	ORF|Verified
YOR123C	LEO1	S000005649	F	enzyme binding	GO:0019899	ORF|Verified
YOR123C	LEO1	S000005649	F	ion binding	GO:0043167	ORF|Verified
YOR123C	LEO1	S000005649	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YOR124C	UBP2	S000005650	F	hydrolase activity	GO:0016787	ORF|Verified
YOR124C	UBP2	S000005650	F	peptidase activity	GO:0008233	ORF|Verified
YOR125C	CAT5	S000005651	F	oxidoreductase activity	GO:0016491	ORF|Verified
YOR126C	IAH1	S000005652	F	hydrolase activity	GO:0016787	ORF|Verified
YOR127W	RGA1	S000005653	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR128C	ADE2	S000005654	F	lyase activity	GO:0016829	ORF|Verified
YOR129C	AFI1	S000005655	F	molecular_function	GO:0003674	ORF|Verified
YOR130C	ORT1	S000005656	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOR131C		S000005657	F	molecular_function	GO:0003674	ORF|Verified
YOR132W	VPS17	S000005658	F	ion binding	GO:0043167	ORF|Verified
YOR132W	VPS17	S000005658	F	lipid binding	GO:0008289	ORF|Verified
YOR132W	VPS17	S000005658	F	protein transporter activity	GO:0008565	ORF|Verified
YOR133W	EFT1	S000005659	F	GTPase activity	GO:0003924	ORF|Verified
YOR133W	EFT1	S000005659	F	RNA binding	GO:0003723	ORF|Verified
YOR133W	EFT1	S000005659	F	hydrolase activity	GO:0016787	ORF|Verified
YOR133W	EFT1	S000005659	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YOR134W	BAG7	S000005660	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR135C	IRC14	S000005661	F	molecular_function	GO:0003674	ORF|Dubious
YOR136W	IDH2	S000005662	F	oxidoreductase activity	GO:0016491	ORF|Verified
YOR137C	SIA1	S000005663	F	molecular_function	GO:0003674	ORF|Verified
YOR138C	RUP1	S000005664	F	other		ORF|Verified
YOR139C		S000005665	F	molecular_function	GO:0003674	ORF|Dubious
YOR140W	SFL1	S000005666	F	DNA binding	GO:0003677	ORF|Verified
YOR140W	SFL1	S000005666	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YOR140W	SFL1	S000005666	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YOR140W	SFL1	S000005666	F	transcription factor binding	GO:0008134	ORF|Verified
YOR141C	ARP8	S000005667	F	ATPase activity	GO:0016887	ORF|Verified
YOR141C	ARP8	S000005667	F	RNA binding	GO:0003723	ORF|Verified
YOR141C	ARP8	S000005667	F	helicase activity	GO:0004386	ORF|Verified
YOR141C	ARP8	S000005667	F	hydrolase activity	GO:0016787	ORF|Verified
YOR141C	ARP8	S000005667	F	mRNA binding	GO:0003729	ORF|Verified
YOR142W	LSC1	S000005668	F	ligase activity	GO:0016874	ORF|Verified
YOR143C	THI80	S000005669	F	transferase activity	GO:0016740	ORF|Verified
YOR144C	ELG1	S000005670	F	chromatin binding	GO:0003682	ORF|Verified
YOR145C	PNO1	S000005671	F	unfolded protein binding	GO:0051082	ORF|Verified
YOR146W		S000005672	F	molecular_function	GO:0003674	ORF|Dubious
YOR147W	MDM32	S000005673	F	molecular_function	GO:0003674	ORF|Verified
YOR148C	SPP2	S000005674	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR149C	SMP3	S000005675	F	transferase activity	GO:0016740	ORF|Verified
YOR149C	SMP3	S000005675	F	transferase activity, transferring glycosyl groups	GO:0016757	ORF|Verified
YOR150W	MRPL23	S000005676	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YOR150W	MRPL23	S000005676	F	structural molecule activity	GO:0005198	ORF|Verified
YOR151C	RPB2	S000005677	F	DNA binding	GO:0003677	ORF|Verified
YOR151C	RPB2	S000005677	F	RNA binding	GO:0003723	ORF|Verified
YOR151C	RPB2	S000005677	F	mRNA binding	GO:0003729	ORF|Verified
YOR151C	RPB2	S000005677	F	nucleotidyltransferase activity	GO:0016779	ORF|Verified
YOR151C	RPB2	S000005677	F	transferase activity	GO:0016740	ORF|Verified
YOR152C	ATG40	S000005678	F	protein binding, bridging	GO:0030674	ORF|Verified
YOR153W	PDR5	S000005679	F	ATPase activity	GO:0016887	ORF|Verified
YOR153W	PDR5	S000005679	F	hydrolase activity	GO:0016787	ORF|Verified
YOR153W	PDR5	S000005679	F	transmembrane transporter activity	GO:0022857	ORF|Verified
YOR154W	SLP1	S000005680	F	molecular_function	GO:0003674	ORF|Verified
YOR155C	ISN1	S000005681	F	hydrolase activity	GO:0016787	ORF|Verified
YOR155C	ISN1	S000005681	F	phosphatase activity	GO:0016791	ORF|Verified
YOR156C	NFI1	S000005682	F	DNA binding	GO:0003677	ORF|Verified
YOR156C	NFI1	S000005682	F	transferase activity	GO:0016740	ORF|Verified
YOR157C	PUP1	S000005683	F	hydrolase activity	GO:0016787	ORF|Verified
YOR157C	PUP1	S000005683	F	peptidase activity	GO:0008233	ORF|Verified
YOR158W	PET123	S000005684	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YOR158W	PET123	S000005684	F	structural molecule activity	GO:0005198	ORF|Verified
YOR159C	SME1	S000005685	F	molecular_function	GO:0003674	ORF|Verified
YOR160W	MTR10	S000005686	F	other		ORF|Verified
YOR161C	PNS1	S000005687	F	molecular_function	GO:0003674	ORF|Verified
YOR161C-C		S000028712	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR161W-A		S000028713	F	molecular_function	GO:0003674	ORF|Dubious
YOR161W-B		S000028714	F	molecular_function	GO:0003674	ORF|Dubious
YOR162C	YRR1	S000005688	F	DNA binding	GO:0003677	ORF|Verified
YOR162C	YRR1	S000005688	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YOR163W	DDP1	S000005689	F	hydrolase activity	GO:0016787	ORF|Verified
YOR163W	DDP1	S000005689	F	nuclease activity	GO:0004518	ORF|Verified
YOR164C	GET4	S000005690	F	molecular_function	GO:0003674	ORF|Verified
YOR165W	SEY1	S000005691	F	GTPase activity	GO:0003924	ORF|Verified
YOR165W	SEY1	S000005691	F	hydrolase activity	GO:0016787	ORF|Verified
YOR166C	SWT1	S000005692	F	hydrolase activity	GO:0016787	ORF|Verified
YOR166C	SWT1	S000005692	F	nuclease activity	GO:0004518	ORF|Verified
YOR167C	RPS28A	S000005693	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YOR167C	RPS28A	S000005693	F	structural molecule activity	GO:0005198	ORF|Verified
YOR168W	GLN4	S000005694	F	RNA binding	GO:0003723	ORF|Verified
YOR168W	GLN4	S000005694	F	ligase activity	GO:0016874	ORF|Verified
YOR168W	GLN4	S000005694	F	mRNA binding	GO:0003729	ORF|Verified
YOR169C		S000005695	F	molecular_function	GO:0003674	ORF|Dubious
YOR170W		S000005696	F	molecular_function	GO:0003674	ORF|Dubious
YOR171C	LCB4	S000005697	F	kinase activity	GO:0016301	ORF|Verified
YOR171C	LCB4	S000005697	F	transferase activity	GO:0016740	ORF|Verified
YOR172W	YRM1	S000005698	F	DNA binding	GO:0003677	ORF|Verified
YOR172W	YRM1	S000005698	F	nucleic acid binding transcription factor activity	GO:0001071	ORF|Verified
YOR173W	DCS2	S000005699	F	hydrolase activity	GO:0016787	ORF|Verified
YOR174W	MED4	S000005700	F	DNA binding	GO:0003677	ORF|Verified
YOR175C	ALE1	S000005701	F	transferase activity	GO:0016740	ORF|Verified
YOR176W	HEM15	S000005702	F	lyase activity	GO:0016829	ORF|Verified
YOR177C	MPC54	S000005703	F	structural molecule activity	GO:0005198	ORF|Verified
YOR178C	GAC1	S000005704	F	enzyme regulator activity	GO:0030234	ORF|Verified
YOR179C	SYC1	S000005705	F	RNA binding	GO:0003723	ORF|Verified
YOR180C	DCI1	S000005706	F	not_yet_annotated		ORF|Verified
YOR181W	LAS17	S000005707	F	cytoskeletal protein binding	GO:0008092	ORF|Verified
YOR182C	RPS30B	S000005708	F	structural constituent of ribosome	GO:0003735	ORF|Verified
YOR182C	RPS30B	S000005708	F	structural molecule activity	GO:0005198	ORF|Verified
YOR183W	FYV12	S000005709	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR184W	SER1	S000005710	F	transferase activity	GO:0016740	ORF|Verified
YOR185C	GSP2	S000005711	F	GTPase activity	GO:0003924	ORF|Verified
YOR185C	GSP2	S000005711	F	hydrolase activity	GO:0016787	ORF|Verified
YOR186C-A		S000028715	F	molecular_function	GO:0003674	ORF|Dubious
YOR186W		S000005712	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR187W	TUF1	S000005713	F	GTPase activity	GO:0003924	ORF|Verified
YOR187W	TUF1	S000005713	F	RNA binding	GO:0003723	ORF|Verified
YOR187W	TUF1	S000005713	F	hydrolase activity	GO:0016787	ORF|Verified
YOR187W	TUF1	S000005713	F	translation factor activity, RNA binding	GO:0008135	ORF|Verified
YOR188W	MSB1	S000005714	F	molecular_function	GO:0003674	ORF|Verified
YOR189W	IES4	S000005715	F	molecular_function	GO:0003674	ORF|Verified
YOR190W	SPR1	S000005716	F	hydrolase activity	GO:0016787	ORF|Verified
YOR190W	SPR1	S000005716	F	hydrolase activity, acting on glycosyl bonds	GO:0016798	ORF|Verified
YOR191W	ULS1	S000005717	F	ATPase activity	GO:0016887	ORF|Verified
YOR191W	ULS1	S000005717	F	hydrolase activity	GO:0016787	ORF|Verified
YOR191W	ULS1	S000005717	F	ubiquitin-like protein binding	GO:0032182	ORF|Verified
YOR192C	THI72	S000005718	F	other		ORF|Verified
YOR192C-C		S000028857	F	molecular_function	GO:0003674	ORF|Uncharacterized
YOR193W	PEX27	S000005719	F	molecular_function	GO:0003674	ORF|Verified
YOR194C	TOA1	S000005720	F	transcription factor activity, protein binding	GO:0000988	ORF|Verified
YOR194C	TOA1	S000005720	F	transcription factor binding	GO:0008134	ORF|Verified
YOR195W	SLK19	S000005721	F	molecular_function	GO:0003674	ORF|Verified
YOR196C	LIP5	S000005722	F	ligase activity	GO:0016874	ORF|Verified
YOR196C	LIP5	S000005722	F	transferase activity	GO:0016740	ORF|Verified
