"ORF","ontology","term"
"YNL048W","MF","transferase activity"
"YNL048W","MF","glycosyltransferase activity"
"YNL048W","BP","mannosylation"
"YNL049C","CC","Golgi membrane"
"YNL049C","MF","SNARE binding"
"YNL049C","MF","signal sequence binding"
"YNL049C","CC","cytoplasm"
"YNL049C","CC","endoplasmic reticulum"
"YNL049C","CC","endoplasmic reticulum membrane"
"YNL049C","CC","Golgi apparatus"
"YNL049C","BP","intracellular protein transport"
"YNL049C","BP","endoplasmic reticulum to Golgi vesicle-mediated transport"
"YNL049C","MF","zinc ion binding"
"YNL049C","BP","protein transport"
"YNL049C","CC","membrane"
"YNL049C","BP","vesicle-mediated transport"
"YNL049C","CC","COPII vesicle coat"
"YNL049C","CC","endoplasmic reticulum exit site"
"YNL049C","BP","COPII-coated vesicle cargo loading"
"YNL050C","MF","molecular_function"
"YNL050C","CC","cellular_component"
"YNL050C","BP","biological_process"
"YNL051W","CC","Golgi membrane"
"YNL051W","MF","molecular_function"
"YNL051W","CC","Golgi apparatus"
"YNL051W","CC","cytosol"
"YNL051W","BP","intra-Golgi vesicle-mediated transport"
"YNL051W","BP","protein transport"
"YNL051W","CC","membrane"
"YNL051W","CC","Golgi transport complex"
"YNL051W","BP","cytoplasm to vacuole transport by the Cvt pathway"
"YNL052W","MF","cytochrome-c oxidase activity"
"YNL052W","CC","mitochondrion"
"YNL052W","CC","mitochondrial inner membrane"
"YNL052W","CC","mitochondrial respiratory chain complex IV"
"YNL052W","BP","oxidative phosphorylation"
"YNL052W","BP","mitochondrial electron transport, cytochrome c to oxygen"
"YNL052W","CC","membrane"
"YNL052W","MF","oxidoreductase activity"
"YNL052W","BP","proton transmembrane transport"
"YNL053W","BP","adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion"
"YNL053W","MF","phosphoprotein phosphatase activity"
"YNL053W","MF","protein tyrosine phosphatase activity"
"YNL053W","CC","nucleus"
"YNL053W","CC","cytoplasm"
"YNL053W","BP","protein dephosphorylation"
"YNL053W","BP","cell cycle"
"YNL053W","MF","protein tyrosine/serine/threonine phosphatase activity"
"YNL053W","BP","dephosphorylation"
"YNL053W","MF","hydrolase activity"
"YNL053W","MF","phosphatase activity"
"YNL053W","BP","peptidyl-tyrosine dephosphorylation"
"YNL053W","BP","regulation of fungal-type cell wall organization"
"YNL053W","BP","regulation of MAPK export from nucleus"
"YNL054W","BP","vacuole inheritance"
"YNL054W","CC","fungal-type vacuole membrane"
"YNL054W","MF","molecular_function"
"YNL054W","CC","cytoplasm"
"YNL054W","CC","vacuole"
"YNL054W","CC","vacuolar membrane"
"YNL054W","BP","positive regulation of phosphatidylinositol biosynthetic process"
"YNL054W","CC","membrane"
"YNL054W","BP","positive regulation of kinase activity"
"YNL054W","CC","PAS complex"
"YNL054W","BP","protein localization to vacuolar membrane"
"YNL054W-A","CC","retrotransposon nucleocapsid"
"YNL054W-A","MF","RNA binding"
"YNL054W-A","CC","cytoplasm"
"YNL054W-A","BP","transposition, RNA-mediated"
"YNL054W-B","MF","nucleotide binding"
"YNL054W-B","CC","retrotransposon nucleocapsid"
"YNL054W-B","MF","nucleic acid binding"
"YNL054W-B","MF","DNA binding"
"YNL054W-B","MF","RNA binding"
"YNL054W-B","MF","catalytic activity"
"YNL054W-B","MF","DNA-directed DNA polymerase activity"
"YNL054W-B","MF","RNA-directed DNA polymerase activity"
"YNL054W-B","MF","aspartic-type endopeptidase activity"
"YNL054W-B","MF","nuclease activity"
"YNL054W-B","MF","endonuclease activity"
"YNL054W-B","MF","RNA-DNA hybrid ribonuclease activity"
"YNL054W-B","MF","ribonuclease activity"
"YNL054W-B","MF","ATP binding"
"YNL054W-B","CC","nucleus"
"YNL054W-B","CC","cytoplasm"
"YNL054W-B","BP","RNA-templated DNA biosynthetic process"
"YNL054W-B","BP","DNA recombination"
"YNL054W-B","BP","proteolysis"
"YNL054W-B","BP","metabolic process"
"YNL054W-B","MF","peptidase activity"
"YNL054W-B","BP","DNA integration"
"YNL054W-B","MF","transferase activity"
"YNL054W-B","MF","nucleotidyltransferase activity"
"YNL054W-B","MF","hydrolase activity"
"YNL054W-B","BP","transposition"
"YNL054W-B","BP","transposition, RNA-mediated"
"YNL054W-B","MF","metal ion binding"
"YNL054W-B","BP","DNA biosynthetic process"
"YNL054W-B","BP","nucleic acid phosphodiester bond hydrolysis"
"YNL054W-B","BP","RNA phosphodiester bond hydrolysis"
"YNL054W-B","BP","RNA phosphodiester bond hydrolysis, endonucleolytic"
"YNL055C","CC","cytoplasm"
"YNL055C","CC","mitochondrion"
"YNL055C","CC","mitochondrial outer membrane"
"YNL055C","BP","monoatomic ion transport"
"YNL055C","BP","apoptotic process"
"YNL055C","BP","mitochondrion organization"
"YNL055C","MF","voltage-gated monoatomic anion channel activity"
"YNL055C","MF","porin activity"
"YNL055C","BP","inorganic anion transport"
"YNL055C","CC","membrane"
"YNL055C","BP","positive regulation of protein import into nucleus"
"YNL055C","BP","cell redox homeostasis"
"YNL055C","CC","pore complex"
"YNL055C","MF","ubiquinone binding"
"YNL055C","BP","DNA transport"
"YNL055C","BP","transmembrane transport"
"YNL055C","BP","positive regulation of protein serine/threonine kinase activity"
"YNL055C","BP","monoatomic anion transmembrane transport"
"YNL056W","MF","molecular_function"
"YNL056W","MF","protein tyrosine phosphatase activity"
"YNL056W","CC","cytoplasm"
"YNL056W","BP","biological_process"
"YNL056W","MF","hydrolase activity"
"YNL056W","BP","peptidyl-tyrosine dephosphorylation"
"YNL058C","CC","fungal-type vacuole"
"YNL058C","MF","molecular_function"
"YNL058C","CC","vacuole"
"YNL058C","CC","vacuolar membrane"
"YNL058C","CC","endoplasmic reticulum"
"YNL058C","CC","cellular bud neck"
"YNL058C","BP","biological_process"
"YNL058C","CC","membrane"
"YNL059C","CC","nucleus"
"YNL059C","CC","cytoplasm"
"YNL059C","BP","double-strand break repair"
"YNL059C","BP","chromatin remodeling"
"YNL059C","BP","regulation of DNA-templated transcription"
"YNL059C","CC","Ino80 complex"
"YNL059C","BP","DNA duplex unwinding"
"YNL059C","MF","3'-5' DNA helicase activity"
"YNL061W","BP","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YNL061W","BP","maturation of LSU-rRNA"
"YNL061W","BP","RNA methylation"
"YNL061W","MF","RNA binding"
"YNL061W","CC","nucleus"
"YNL061W","CC","nucleolus"
"YNL061W","BP","rRNA processing"
"YNL061W","BP","RNA processing"
"YNL061W","MF","methyltransferase activity"
"YNL061W","MF","S-adenosylmethionine-dependent methyltransferase activity"
"YNL061W","MF","rRNA (cytosine-C5-)-methyltransferase activity"
"YNL061W","MF","transferase activity"
"YNL061W","CC","preribosome, large subunit precursor"
"YNL061W","BP","methylation"
"YNL061W","BP","ribosome biogenesis"
"YNL061W","BP","ribosomal large subunit biogenesis"
"YNL061W","BP","rRNA base methylation"
"YNL061W","BP","assembly of large subunit precursor of preribosome"
"YNL062C","MF","RNA binding"
"YNL062C","CC","nucleus"
"YNL062C","BP","tRNA processing"
"YNL062C","MF","tRNA (adenine-N1-)-methyltransferase activity"
"YNL062C","BP","tRNA methylation"
"YNL062C","CC","tRNA (m1A) methyltransferase complex"
"YNL063W","CC","mitochondrion"
"YNL063W","BP","translational readthrough"
"YNL063W","BP","protein methylation"
"YNL063W","MF","methyltransferase activity"
"YNL063W","MF","protein methyltransferase activity"
"YNL063W","MF","S-adenosylmethionine-dependent methyltransferase activity"
"YNL063W","MF","transferase activity"
"YNL063W","BP","methylation"
"YNL063W","MF","protein-(glutamine-N5) methyltransferase activity"
"YNL064C","MF","ATPase activator activity"
"YNL064C","MF","ATP binding"
"YNL064C","CC","nucleus"
"YNL064C","CC","cytoplasm"
"YNL064C","CC","cytosol"
"YNL064C","BP","protein folding"
"YNL064C","BP","'de novo' protein folding"
"YNL064C","BP","ubiquitin-dependent protein catabolic process"
"YNL064C","BP","protein targeting to mitochondrion"
"YNL064C","BP","response to heat"
"YNL064C","BP","protein transport"
"YNL064C","BP","ubiquitin-dependent ERAD pathway"
"YNL064C","MF","heat shock protein binding"
"YNL064C","BP","positive regulation of ATP-dependent activity"
"YNL064C","BP","tRNA import into nucleus"
"YNL064C","BP","protein refolding"
"YNL064C","BP","protein targeting to ER"
"YNL064C","MF","metal ion binding"
"YNL064C","CC","perinuclear region of cytoplasm"
"YNL064C","MF","unfolded protein binding"
"YNL064C","BP","cellular response to osmotic stress"
"YNL064C","CC","TRC complex"
"YNL065W","CC","fungal-type vacuole"
"YNL065W","CC","cytoplasm"
"YNL065W","CC","plasma membrane"
"YNL065W","BP","xenobiotic transmembrane transport"
"YNL065W","MF","monocarboxylic acid transmembrane transporter activity"
"YNL065W","BP","monocarboxylic acid transport"
"YNL065W","CC","membrane"
"YNL065W","MF","transmembrane transporter activity"
"YNL065W","BP","amino acid export across plasma membrane"
"YNL065W","BP","xenobiotic transport"
"YNL065W","MF","xenobiotic transmembrane transporter activity"
"YNL065W","BP","transmembrane transport"
"YNL065W","CC","cell periphery"
"YNL066W","BP","polysaccharide catabolic process"
"YNL066W","BP","division septum assembly"
"YNL066W","CC","extracellular region"
"YNL066W","CC","cell wall"
"YNL066W","CC","mitochondrial matrix"
"YNL066W","BP","carbohydrate metabolic process"
"YNL066W","BP","mitochondrion organization"
"YNL066W","BP","cell cycle"
"YNL066W","BP","metabolic process"
"YNL066W","CC","fungal-type cell wall"
"YNL066W","CC","cell surface"
"YNL066W","MF","glucosidase activity"
"YNL066W","MF","hydrolase activity"
"YNL066W","MF","hydrolase activity, acting on glycosyl bonds"
"YNL066W","BP","fungal-type cell wall organization"
"YNL066W","BP","cell division"
"YNL066W","BP","cell wall organization"
"YNL067W","BP","cytoplasmic translation"
"YNL067W","MF","structural constituent of ribosome"
"YNL067W","CC","cytoplasm"
"YNL067W","CC","ribosome"
"YNL067W","BP","translation"
"YNL067W","MF","rRNA binding"
"YNL067W","CC","cytosolic large ribosomal subunit"
"YNL067W-B","MF","molecular_function"
"YNL067W-B","CC","cellular_component"
"YNL067W-B","BP","biological_process"
"YNL068C","MF","transcription cis-regulatory region binding"
"YNL068C","MF","DNA binding"
"YNL068C","MF","chromatin binding"
"YNL068C","MF","DNA replication origin binding"
"YNL068C","MF","DNA-binding transcription factor activity"
"YNL068C","MF","transcription coregulator activity"
"YNL068C","MF","transcription coactivator activity"
"YNL068C","CC","nucleus"
"YNL068C","CC","cytoplasm"
"YNL068C","CC","cytosol"
"YNL068C","BP","chromatin remodeling"
"YNL068C","BP","regulation of DNA-templated transcription"
"YNL068C","BP","positive regulation of DNA-templated DNA replication initiation"
"YNL068C","BP","positive regulation of transcription elongation by RNA polymerase II"
"YNL068C","MF","sequence-specific DNA binding"
"YNL068C","BP","negative regulation of silent mating-type cassette heterochromatin formation"
"YNL068C","BP","negative regulation of transcription involved in G1/S transition of mitotic cell cycle"
"YNL068C","BP","positive regulation of transcription involved in G2/M transition of mitotic cell cycle"
"YNL068C","BP","negative regulation of transcription involved in G2/M transition of mitotic cell cycle"
"YNL068C","BP","positive regulation of DNA replication initiation"
"YNL068C","BP","negative regulation of pseudohyphal growth"
"YNL069C","BP","cytoplasmic translation"
"YNL069C","MF","RNA binding"
"YNL069C","MF","mRNA binding"
"YNL069C","MF","structural constituent of ribosome"
"YNL069C","CC","cytoplasm"
"YNL069C","CC","ribosome"
"YNL069C","BP","translation"
"YNL069C","CC","large ribosomal subunit"
"YNL069C","BP","negative regulation of translation"
"YNL069C","CC","cytosolic large ribosomal subunit"
"YNL070W","CC","mitochondrion"
"YNL070W","CC","mitochondrial outer membrane"
"YNL070W","CC","mitochondrial outer membrane translocase complex"
"YNL070W","MF","protein transmembrane transporter activity"
"YNL070W","BP","protein transport"
"YNL070W","CC","membrane"
"YNL070W","BP","protein import into mitochondrial matrix"
"YNL070W","BP","protein insertion into mitochondrial outer membrane"
"YNL071W","MF","dihydrolipoyllysine-residue acetyltransferase activity"
"YNL071W","CC","mitochondrion"
"YNL071W","CC","mitochondrial matrix"
"YNL071W","CC","mitochondrial pyruvate dehydrogenase complex"
"YNL071W","BP","acetyl-CoA biosynthetic process from pyruvate"
"YNL071W","BP","pyruvate metabolic process"
"YNL071W","MF","transferase activity"
"YNL071W","MF","acyltransferase activity"
"YNL071W","MF","pyruvate dehydrogenase (NAD+) activity"
"YNL071W","CC","pyruvate dehydrogenase complex"
"YNL072W","MF","nucleic acid binding"
"YNL072W","MF","RNA binding"
"YNL072W","MF","nuclease activity"
"YNL072W","MF","endonuclease activity"
"YNL072W","MF","RNA-DNA hybrid ribonuclease activity"
"YNL072W","CC","nucleus"
"YNL072W","CC","cytoplasm"
"YNL072W","BP","mismatch repair"
"YNL072W","BP","RNA metabolic process"
"YNL072W","MF","hydrolase activity"
"YNL072W","CC","ribonuclease H2 complex"
"YNL072W","BP","DNA replication, removal of RNA primer"
"YNL072W","MF","metal ion binding"
"YNL072W","BP","nucleic acid phosphodiester bond hydrolysis"
"YNL072W","BP","RNA phosphodiester bond hydrolysis, endonucleolytic"
"YNL073W","MF","tRNA binding"
"YNL073W","MF","nucleotide binding"
"YNL073W","MF","nucleic acid binding"
"YNL073W","MF","aminoacyl-tRNA ligase activity"
"YNL073W","MF","lysine-tRNA ligase activity"
"YNL073W","MF","ATP binding"
"YNL073W","CC","cytoplasm"
"YNL073W","CC","mitochondrion"
"YNL073W","CC","mitochondrial matrix"
"YNL073W","BP","translation"
"YNL073W","BP","tRNA aminoacylation for protein translation"
"YNL073W","BP","lysyl-tRNA aminoacylation"
"YNL073W","BP","tRNA processing"
"YNL073W","MF","ligase activity"
"YNL073W","BP","mitochondrial translation"
"YNL073W","BP","mitochondrial lysyl-tRNA aminoacylation"
"YNL074C","MF","molecular_function"
"YNL074C","CC","cytoplasm"
"YNL074C","CC","cytosol"
"YNL074C","BP","establishment or maintenance of actin cytoskeleton polarity"
"YNL075W","CC","nucleus"
"YNL075W","CC","nucleolus"
"YNL075W","BP","rRNA processing"
"YNL075W","MF","snoRNA binding"
"YNL075W","CC","90S preribosome"
"YNL075W","CC","small-subunit processome"
"YNL075W","CC","Mpp10 complex"
"YNL075W","MF","rRNA primary transcript binding"
"YNL075W","BP","ribosome biogenesis"
"YNL075W","BP","ribosomal small subunit biogenesis"
"YNL075W","MF","single-stranded telomeric DNA binding"
"YNL076W","BP","negative regulation of transcription by RNA polymerase II"
"YNL076W","MF","molecular_function"
"YNL076W","CC","nucleus"
"YNL076W","CC","cytoplasm"
"YNL076W","BP","regulation of nitrogen utilization"
"YNL076W","BP","mitochondria-nucleus signaling pathway"
"YNL076W","BP","regulation of pseudohyphal growth"
"YNL077W","MF","ATPase activator activity"
"YNL077W","CC","nucleus"
"YNL077W","CC","cytoplasm"
"YNL077W","CC","mitochondrion"
"YNL077W","CC","cytosol"
"YNL077W","BP","protein folding"
"YNL077W","BP","protein sumoylation"
"YNL077W","MF","heat shock protein binding"
"YNL077W","BP","positive regulation of ATP-dependent activity"
"YNL077W","CC","nuclear periphery"
"YNL077W","MF","metal ion binding"
"YNL077W","MF","unfolded protein binding"
"YNL078W","CC","cellular bud scar"
"YNL078W","CC","nucleus"
"YNL078W","CC","cytoplasm"
"YNL078W","CC","cellular bud neck"
"YNL078W","CC","cell cortex"
"YNL078W","BP","axial cellular bud site selection"
"YNL078W","CC","cell division site"
"YNL078W","CC","cellular bud neck septin collar"
"YNL078W","CC","cellular bud neck split septin rings"
"YNL078W","BP","establishment of protein localization"
"YNL078W","BP","mitotic nuclear division"
"YNL079C","BP","mitochondrion inheritance"
"YNL079C","BP","vacuole inheritance"
"YNL079C","CC","cellular bud neck contractile ring"
"YNL079C","BP","mitotic cytokinesis"
"YNL079C","MF","actin lateral binding"
"YNL079C","CC","cytoplasm"
"YNL079C","CC","actomyosin contractile ring"
"YNL079C","CC","cytoskeleton"
"YNL079C","CC","actin filament"
"YNL079C","BP","exocytosis"
"YNL079C","BP","actin filament organization"
"YNL079C","BP","budding cell apical bud growth"
"YNL079C","BP","budding cell isotropic bud growth"
"YNL079C","BP","pseudohyphal growth"
"YNL079C","BP","intracellular mRNA localization"
"YNL079C","BP","vesicle-mediated transport"
"YNL079C","BP","establishment of cell polarity"
"YNL079C","BP","filamentous growth"
"YNL079C","CC","actin filament bundle"
"YNL079C","MF","actin filament binding"
"YNL079C","BP","actin filament bundle assembly"
"YNL079C","BP","actin filament reorganization"
"YNL079C","BP","mitotic actomyosin contractile ring assembly"
"YNL080C","MF","molecular_function"
"YNL080C","CC","endoplasmic reticulum"
"YNL080C","CC","endoplasmic reticulum membrane"
"YNL080C","BP","protein N-linked glycosylation"
"YNL080C","CC","membrane"
"YNL080C","BP","cellular response to oxidative stress"
"YNL081C","MF","nucleic acid binding"
"YNL081C","MF","RNA binding"
"YNL081C","MF","structural constituent of ribosome"
"YNL081C","CC","mitochondrion"
"YNL081C","CC","mitochondrial small ribosomal subunit"
"YNL081C","CC","ribosome"
"YNL081C","BP","translation"
"YNL081C","CC","small ribosomal subunit"
"YNL081C","BP","mitochondrial translation"
"YNL082W","MF","heteroduplex DNA loop binding"
"YNL082W","BP","meiotic mismatch repair"
"YNL082W","MF","double-stranded DNA binding"
"YNL082W","MF","single-stranded DNA binding"
"YNL082W","MF","ATP binding"
"YNL082W","CC","nucleus"
"YNL082W","CC","cytoplasm"
"YNL082W","BP","DNA repair"
"YNL082W","BP","mismatch repair"
"YNL082W","BP","cellular response to DNA damage stimulus"
"YNL082W","MF","ATP hydrolysis activity"
"YNL082W","MF","mismatched DNA binding"
"YNL082W","MF","DNA insertion or deletion binding"
"YNL082W","MF","dinucleotide insertion or deletion binding"
"YNL082W","CC","mismatch repair complex"
"YNL082W","CC","MutLalpha complex"
"YNL083W","MF","ATP transmembrane transporter activity"
"YNL083W","MF","ATP:ADP antiporter activity"
"YNL083W","MF","calcium ion binding"
"YNL083W","CC","mitochondrion"
"YNL083W","CC","mitochondrial inner membrane"
"YNL083W","BP","mitochondrial transport"
"YNL083W","BP","ADP transport"
"YNL083W","BP","ATP transport"
"YNL083W","CC","membrane"
"YNL083W","MF","metal ion binding"
"YNL083W","BP","transmembrane transport"
"YNL084C","BP","actin cortical patch assembly"
"YNL084C","MF","actin binding"
"YNL084C","MF","calcium ion binding"
"YNL084C","CC","cytoplasm"
"YNL084C","CC","endosome"
"YNL084C","CC","cytoskeleton"
"YNL084C","CC","plasma membrane"
"YNL084C","BP","endocytosis"
"YNL084C","BP","actin filament organization"
"YNL084C","BP","bipolar cellular bud site selection"
"YNL084C","CC","endosome membrane"
"YNL084C","CC","membrane"
"YNL084C","BP","endosomal transport"
"YNL084C","BP","ascospore wall assembly"
"YNL084C","CC","actin cortical patch"
"YNL084C","MF","protein-macromolecule adaptor activity"
"YNL084C","CC","mating projection tip"
"YNL084C","BP","actin cortical patch organization"
"YNL084C","CC","cell periphery"
"YNL084C","CC","actin cytoskeleton-regulatory complex"
"YNL085W","CC","P-body"
"YNL085W","MF","nuclease activity"
"YNL085W","MF","DNA endonuclease activity"
"YNL085W","CC","cytoplasm"
"YNL085W","CC","cytosol"
"YNL085W","CC","polysome"
"YNL085W","BP","DNA metabolic process"
"YNL085W","BP","regulation of translation"
"YNL085W","BP","cellular response to DNA damage stimulus"
"YNL085W","CC","cytoplasmic stress granule"
"YNL085W","MF","5'-flap endonuclease activity"
"YNL085W","CC","nuclear periphery"
"YNL085W","BP","biological process involved in interspecies interaction between organisms"
"YNL085W","MF","flap endonuclease activity"
"YNL085W","BP","nucleic acid phosphodiester bond hydrolysis"
"YNL086W","MF","molecular_function"
"YNL086W","CC","endosome"
"YNL086W","BP","endosome organization"
"YNL086W","CC","BLOC-1 complex"
"YNL086W","BP","regulation of protein localization"
"YNL087W","CC","endoplasmic reticulum"
"YNL087W","CC","endoplasmic reticulum membrane"
"YNL087W","CC","plasma membrane"
"YNL087W","CC","cellular bud"
"YNL087W","BP","lipid transport"
"YNL087W","MF","lipid binding"
"YNL087W","CC","membrane"
"YNL087W","CC","cortical endoplasmic reticulum"
"YNL087W","BP","regulation of phosphatidylinositol dephosphorylation"
"YNL087W","BP","endoplasmic reticulum-plasma membrane tethering"
"YNL087W","CC","cell periphery"
"YNL087W","BP","endoplasmic reticulum membrane organization"
"YNL088W","BP","regulation of mitotic recombination"
"YNL088W","MF","nucleotide binding"
"YNL088W","BP","resolution of meiotic recombination intermediates"
"YNL088W","CC","synaptonemal complex"
"YNL088W","BP","sister chromatid segregation"
"YNL088W","MF","DNA binding"
"YNL088W","MF","DNA topoisomerase activity"
"YNL088W","MF","DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity"
"YNL088W","MF","ATP binding"
"YNL088W","CC","nucleus"
"YNL088W","CC","mitochondrion"
"YNL088W","BP","DNA topological change"
"YNL088W","BP","DNA strand elongation involved in DNA replication"
"YNL088W","BP","reciprocal meiotic recombination"
"YNL088W","BP","rRNA transcription"
"YNL088W","MF","isomerase activity"
"YNL088W","BP","chromatin remodeling at centromere"
"YNL088W","BP","mitotic DNA integrity checkpoint signaling"
"YNL088W","MF","metal ion binding"
"YNL088W","BP","replication fork progression beyond termination site"
"YNL088W","CC","DNA replication termination region"
"YNL090W","MF","nucleotide binding"
"YNL090W","MF","GTPase activity"
"YNL090W","MF","GTP binding"
"YNL090W","CC","cytoplasm"
"YNL090W","CC","cytoskeleton"
"YNL090W","CC","plasma membrane"
"YNL090W","CC","cell cortex"
"YNL090W","BP","actin filament organization"
"YNL090W","BP","microtubule-based process"
"YNL090W","BP","establishment or maintenance of cell polarity"
"YNL090W","BP","small GTPase mediated signal transduction"
"YNL090W","BP","regulation of cell shape"
"YNL090W","CC","membrane"
"YNL090W","MF","protein kinase binding"
"YNL090W","BP","establishment of cell polarity"
"YNL090W","BP","actin cytoskeleton organization"
"YNL090W","BP","cortical cytoskeleton organization"
"YNL090W","CC","cytoplasmic vesicle"
"YNL090W","BP","fungal-type cell wall organization"
"YNL090W","CC","vesicle"
"YNL090W","BP","regulation of actin cytoskeleton organization"
"YNL090W","CC","cell projection"
"YNL090W","CC","intracellular membrane-bounded organelle"
"YNL090W","CC","cell periphery"
"YNL091W","MF","molecular_function"
"YNL091W","CC","cytoplasm"
"YNL091W","BP","response to salt stress"
"YNL092W","CC","cellular_component"
"YNL092W","BP","protein methylation"
"YNL092W","MF","methyltransferase activity"
"YNL092W","MF","S-adenosylmethionine-dependent methyltransferase activity"
"YNL092W","MF","transferase activity"
"YNL092W","MF","carnosine N-methyltransferase activity"
"YNL092W","BP","methylation"
"YNL093W","MF","nucleotide binding"
"YNL093W","MF","GTPase activity"
"YNL093W","MF","GTP binding"
"YNL093W","CC","late endosome"
"YNL093W","CC","cytosol"
"YNL093W","CC","plasma membrane"
"YNL093W","BP","protein targeting to vacuole"
"YNL093W","BP","intracellular protein transport"
"YNL093W","BP","Golgi to endosome transport"
"YNL093W","BP","endocytosis"
"YNL093W","CC","endomembrane system"
"YNL093W","BP","protein transport"
"YNL093W","CC","membrane"
"YNL094W","CC","cytoplasm"
"YNL094W","CC","cytoskeleton"
"YNL094W","BP","lipid metabolic process"
"YNL094W","MF","phosphatidate phosphatase activity"
"YNL094W","BP","dephosphorylation"
"YNL094W","MF","hydrolase activity"
"YNL094W","CC","actin cortical patch"
"YNL094W","BP","cellular lipid metabolic process"
"YNL095C","MF","molecular_function"
"YNL095C","CC","endoplasmic reticulum"
"YNL095C","BP","biological_process"
"YNL095C","CC","membrane"
"YNL095C","BP","transmembrane transport"
"YNL096C","BP","cytoplasmic translation"
"YNL096C","MF","structural constituent of ribosome"
"YNL096C","CC","nucleus"
"YNL096C","CC","nucleolus"
"YNL096C","CC","cytoplasm"
"YNL096C","CC","ribosome"
"YNL096C","BP","rRNA processing"
"YNL096C","BP","translation"
"YNL096C","CC","cytosolic small ribosomal subunit"
"YNL096C","CC","small-subunit processome"
"YNL096C","BP","ribosome biogenesis"
"YNL096C","BP","ribosomal small subunit biogenesis"
"YNL097C","CC","histone deacetylase complex"
"YNL097C","BP","negative regulation of transcription by RNA polymerase II"
"YNL097C","MF","histone acetyltransferase activity"
"YNL097C","CC","nucleus"
"YNL097C","BP","chromatin organization"
"YNL097C","BP","negative regulation of autophagy"
"YNL097C","BP","negative regulation of transcription by RNA polymerase I"
"YNL097C","BP","histone acetylation"
"YNL097C","CC","Rpd3L complex"
"YNL097C","MF","methylated histone binding"
"YNL097C","BP","positive regulation of transcription by RNA polymerase II"
"YNL097C","MF","metal ion binding"
"YNL097C","BP","negative regulation of silent mating-type cassette heterochromatin formation"
"YNL097C","BP","negative regulation of rDNA heterochromatin formation"
"YNL097C","BP","positive regulation of transcription from RNA polymerase II promoter in response to heat stress"
"YNL097C","CC","Rpd3L-Expanded complex"
"YNL097C","BP","positive regulation of invasive growth in response to glucose limitation"
"YNL097C","BP","regulation of protein localization by the Cvt pathway"
"YNL097C-B","MF","molecular_function"
"YNL097C-B","CC","cellular_component"
"YNL097C-B","BP","biological_process"
"YNL098C","MF","nucleotide binding"
"YNL098C","BP","positive regulation of transcription by galactose"
"YNL098C","MF","GTPase activity"
"YNL098C","MF","GTP binding"
"YNL098C","CC","nucleus"
"YNL098C","CC","mitochondrion"
"YNL098C","CC","endoplasmic reticulum membrane"
"YNL098C","CC","plasma membrane"
"YNL098C","BP","signal transduction"
"YNL098C","BP","activation of adenylate cyclase activity"
"YNL098C","BP","Ras protein signal transduction"
"YNL098C","BP","regulation of cytoplasmic mRNA processing body assembly"
"YNL098C","CC","membrane"
"YNL098C","BP","macroautophagy"
"YNL098C","MF","hydrolase activity"
"YNL098C","MF","GDP binding"
"YNL098C","BP","ascospore formation"
"YNL098C","BP","cytoplasm to vacuole transport by the Cvt pathway"
"YNL098C","BP","regulation of protein localization"
"YNL098C","BP","positive regulation of adenylate cyclase activity"
"YNL098C","CC","cell periphery"
"YNL098C","BP","protein localization to bud neck"
"YNL098C","BP","positive regulation of pseudohyphal growth"
"YNL099C","MF","molecular_function"
"YNL099C","MF","phosphoprotein phosphatase activity"
"YNL099C","MF","protein tyrosine phosphatase activity"
"YNL099C","CC","cytoplasm"
"YNL099C","BP","protein dephosphorylation"
"YNL099C","MF","hydrolase activity"
"YNL099C","BP","cellular response to oxidative stress"
"YNL099C","BP","peptidyl-tyrosine dephosphorylation"
"YNL100W","CC","fungal-type vacuole membrane"
"YNL100W","MF","molecular_function"
"YNL100W","CC","mitochondrion"
"YNL100W","CC","mitochondrial inner membrane"
"YNL100W","CC","membrane"
"YNL100W","BP","cristae formation"
"YNL100W","BP","protein-containing complex organization"
"YNL100W","CC","mitochondrial crista junction"
"YNL100W","CC","MICOS complex"
"YNL101W","CC","fungal-type vacuole"
"YNL101W","CC","fungal-type vacuole membrane"
"YNL101W","BP","amino acid transmembrane transport"
"YNL101W","MF","L-tyrosine transmembrane transporter activity"
"YNL101W","CC","vacuole"
"YNL101W","CC","vacuolar membrane"
"YNL101W","BP","amino acid transport"
"YNL101W","BP","glutamine transport"
"YNL101W","MF","amino acid transmembrane transporter activity"
"YNL101W","MF","L-glutamine transmembrane transporter activity"
"YNL101W","MF","L-isoleucine transmembrane transporter activity"
"YNL101W","BP","branched-chain amino acid transport"
"YNL101W","BP","neutral amino acid transport"
"YNL101W","BP","tyrosine transport"
"YNL101W","CC","membrane"
"YNL101W","BP","amino acid transmembrane export from vacuole"
"YNL101W","BP","monoatomic cation transmembrane transport"
"YNL101W","BP","L-alpha-amino acid transmembrane transport"
"YNL101W","CC","vacuole-mitochondrion membrane contact site"
"YNL102W","MF","nucleotide binding"
"YNL102W","BP","DNA synthesis involved in DNA repair"
"YNL102W","MF","nucleic acid binding"
"YNL102W","MF","DNA binding"
"YNL102W","MF","chromatin binding"
